Name	Molecular form	Microbe	Strain	Target	PubMed ID
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C19H14FNO3S2	Staphylococcus epidermidis	WTBF-46 (CoNS)	N/A	19651903
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C19H14FNO3S2	Staphylococcus epidermidis	1457	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecalis	ATCC 51299 (VRE)	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecalis	F217	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecalis	F317	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecalis	ATCC 51575	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecalis	F177	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecium	EF208	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecium	1401	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecium	EF1509	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus faecium	F1181	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Enterococcus gallinarum	2392	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Escherichia coli	ATCC 25922	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Pseudomonas aeruginosa	PAO1	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	ATCC 35556	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-47263	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-58336	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MSSA	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-27687	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	NCTC 8325	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-14234	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-24102	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-33548	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-35392	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-23542	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-43349	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MW2	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-22733	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-38230	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-49404	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-44081	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-24209	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus aureus	MRSA-1094	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	ATCC 35984	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	GTC 18972	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	1457	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	O-47	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	WTBF-41 (CoNS)	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	WTBF-45 (CoNS)	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	WTBF-48 (CoNS)	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	WTBF-47 (CoNS)	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	WTBF-40 (CoNS)	N/A	19651903
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C18H14FNO3S2	Staphylococcus epidermidis	WTBF-46 (CoNS)	N/A	19651903
3-(4-Pyridinyl)alanine	C8H10N2O2	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-(4-Pyridinyl)alanine	C8H10N2O2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-(Aminomethyl)-D-phenylalanine	C10H14N2O2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecalis	ATCC 51299 (VRE)	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecalis	F217	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecalis	F317	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecalis	ATCC 51575	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecalis	F177	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecium	EF208	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecium	1401	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecium	EF1509	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus faecium	F1181	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Enterococcus gallinarum	2392	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Escherichia coli	ATCC 25922	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Pseudomonas aeruginosa	PAO1	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	ATCC 35556	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-47263	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-58336	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MSSA	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-27687	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	NCTC 8325	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-14234	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-24102	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-33548	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-35392	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-23542	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-43349	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MW2	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-22733	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-38230	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-49404	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-44081	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-24209	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus aureus	MRSA-1094	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	ATCC 35984	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	GTC 18972	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	O-47	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	WTBF-41 (CoNS)	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	WTBF-45 (CoNS)	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	WTBF-48 (CoNS)	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	WTBF-47 (CoNS)	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	WTBF-40 (CoNS)	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	WTBF-46 (CoNS)	N/A	19651903
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one	C17H14N2O3S2	Staphylococcus epidermidis	1457	N/A	19651903
3-(Trifluoromethyl)phenylalanine	C10H10F3NO2	Staphylococcus aureus	SC01	N/A	25658642
3-(Trifluoromethyl)phenylalanine	C10H10F3NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione"	C26H20N6O3	Candida albicans	NCIM-3471	N/A	26923699
"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione"	C26H20N6O3	Pseudomonas aeruginosa	NCIM-2036	N/A	26923699
"3,3-dimethyl-13-{7-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione"	C27H22N6O3	Candida albicans	NCIM-3471	N/A	26923699
"3,3-dimethyl-13-{7-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione"	C27H22N6O3	Pseudomonas aeruginosa	NCIM-2036	N/A	26923699
"3,3-dimethyl-13-{8-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione"	C27H22N6O3	Candida albicans	NCIM-3471	N/A	26923699
"3,3-dimethyl-13-{8-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione"	C27H22N6O3	Pseudomonas aeruginosa	NCIM-2036	N/A	26923699
"3,3-dimethyl-13-{9-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione"	C27H22N6O3	Candida albicans	NCIM-3471	N/A	26923699
"3,3-dimethyl-13-{9-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione"	C27H22N6O3	Pseudomonas aeruginosa	NCIM-2036	N/A	26923699
"3,3-Diphenyl-D-alanine"	C15H15NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"3,4-Dichloro-5-[(1,3-dichloropropan-2-yloxy)]-2(5H)-furanone"	C7H6Cl4O3	Bacillus subtilis	168	N/A	25335695
"3,4-Dichloro-5-[(4-methylphenylsulfonyl)]-2(5H)-furanone"	C11H8Cl2O4S	Bacillus subtilis	168	N/A	25335695
"3,4-Dichloro-cinnamaldehyde"	C9H6Cl2O	Vibrio cholerae	CIP 106857	N/A	21249192
"3,4-Dichloro-cinnamaldehyde"	C9H6Cl2O	Vibrio harveyi	BB123	N/A	21249192
"3,4-Dichlorophenylalanine"	C9H9Cl2NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"3,4-Dimethoxychalcone"	C17H16O3	Haemophilus influenzae	NU7	N/A	25154700
"3,4-Dimethoxychalcone"	C17H16O3	Haemophilus influenzae	NU38	N/A	25154700
"3,4-Dimethoxychalcone"	C17H16O3	Haemophilus influenzae	NU48	N/A	25154700
"3,5-dibromotyrosined"	C9H9Br2NO3	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"3,5-Difluoro-dl-phenylalanine"	C9H9F2NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"3,5-Diiodotyrosine"	C9H9I2NO3	Staphylococcus aureus	SC01	N/A	25658642
"3,5-Diiodotyrosine"	C9H9I2NO3	Staphylococcus aureus	ATCC 25923	N/A	25658642
"3,5-Diiodotyrosine"	C9H9I2NO3	Staphylococcus epidermis	ATCC 12228	N/A	25658642
"3,5-Dimethyl benzyl dodecyl beta-maltoside"	C33H56O12	Pseudomonas aeruginosa	PAO1	N/A	24944053
"3,5-dimethylaniline"	C8H11N	Pseudomonas aeruginosa	Not Specified	N/A	25537269
3-[(prop-2-ene-1-sulfinyl)sulfanyl]prop-1-ene	C6H10OS2	Streptococcus mutans	UA159	N/A	25081571
3-[(prop-2-ene-1-sulfinyl)sulfanyl]prop-1-ene	C6H10OS2	Streptococcus sanguis	10556	N/A	25081571
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-5-methylidene-N-phenyl-2,5-dihydrofuran-2-amine"	C27H37NO	Staphylococcus aureus	ATCC 43300 (MRSA)	N/A	28692914
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-5-methylidene-N-phenyl-2,5-dihydrofuran-2-amine"	C27H37NO	Streptococcus mutans	ATCC 25175	N/A	28692914
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(2-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine"	C27H36FNO	Proteus mirabilis	ATCC 12453	N/A	28692914
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(2-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine"	C27H36FNO	Staphylococcus aureus	ATCC 43300 (MRSA)	N/A	28692914
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(2-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine"	C27H36FNO	Streptococcus mutans	ATCC 25175	N/A	28692914
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(3-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine"	C27H36FNO	Proteus mirabilis	ATCC 12453	N/A	28692914
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(3-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine"	C27H36FNO	Staphylococcus aureus	ATCC 43300 (MRSA)	N/A	28692914
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(3-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine"	C27H36FNO	Streptococcus mutans	ATCC 25175	N/A	28692914
"3-Amino-4-(2,4-difluorophenyl)-2-butanone"	C10H11F2NO	Staphylococcus aureus	SC01	N/A	25658642
"3-Amino-4-(2,4-difluorophenyl)-2-butanone"	C10H11F2NO	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3beta-Hydroxyolean-12-en-28-al 3-p-coumarate	C39H54O4	Pseudomonas aeruginosa	PAO1	N/A	26186595
3-bromo-5-methoxy-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone	C12H11BrO3S	Bacillus subtilis	168	N/A	25335695
3-Bromophenylalanine	C9H10BrNO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-Carbamoylphenylalanine	C10H12N2O3	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-Carbamoylphenylalanine	C10H12N2O3	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-Chloro-5-[(2-chloroethoxy)]-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone	C13H12Cl2O3S	Bacillus subtilis	168	N/A	25335695
3-chloro-5-hydroxy-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone	C11H9ClO3S	Bacillus subtilis	168	N/A	25335695
3-chloro-5-hydroxy-4-[(4-methylphenylsulfonyl)]-2(5H)-furanone	C11H9ClO5S	Bacillus subtilis	168	N/A	25335695
3-Chlorotyrosine	C9H10ClNO3	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-Chlorotyrosine	C9H10ClNO3	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-fluoroaniline	C6H6FN	Pseudomonas aeruginosa	Not Specified	N/A	25537269
3-Fluoro-DL-phenylalanine	C9H10FNO2	Staphylococcus aureus	SC01	N/A	25658642
3-Fluoro-DL-phenylalanine	C9H10FNO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-geranyl-1-(2-methylbutanoyl)phloroglucinol	C21H30O4	Staphylococcus aureus	ATCC 35556	N/A	22170780
3-geranyl-1-(2-methylbutanoyl)phloroglucinol	C21H30O4	Staphylococcus aureus	L32 (MRSA)	N/A	22170780
3-geranyl-1-(2-methylbutanoyl)phloroglucinol	C21H30O4	Staphylococcus epidermidis	ATCC 35984	N/A	22170780
3-geranyl-1-(2-methylpropanoyl)phloroglucinol	C20H28O4	Staphylococcus aureus	ATCC 35556	N/A	22170780
3-geranyl-1-(2-methylpropanoyl)phloroglucinol	C20H28O4	Staphylococcus aureus	L32 (MRSA)	N/A	22170780
3-geranyl-1-(2-methylpropanoyl)phloroglucinol	C20H28O4	Staphylococcus epidermidis	ATCC 35984	N/A	22170780
3-hexyl-4-bromo-5-methylene-2(5H)-furanone	C11H15BrO2	Salmonella enterica	Serovar Typhimurium ATCC14028	N/A	20580562
3-hexyl-5-bromomethylene-2(5H)-furanone	C11H15BrO2	Salmonella enterica	Serovar Typhimurium ATCC14028	N/A	20580562
3-hydroxychalcone	C15H12O2	Haemophilus influenzae	NU7	N/A	25154700
3-hydroxychalcone	C15H12O2	Haemophilus influenzae	NU38	N/A	25154700
3-hydroxychalcone	C15H12O2	Haemophilus influenzae	NU48	N/A	25154700
3-Hydroxyphenylalanine	C9H11NO3	Staphylococcus aureus	SC01	N/A	25658642
3-Hydroxyphenylalanine	C9H11NO3	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-Hydroxyphenylalanine	C9H11NO3	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-Hydroxytyrosine	C9H11NO4	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-indolylacetonitrile	C10H8N2	Pseudomonas aeruginosa	PAO1	N/A	22251040
3-Iodotyrosine	C9H10INO3	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-Iodotyrosine	C9H10INO3	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-Methoxychalcone	C16H14O2	Haemophilus influenzae	NU7	N/A	25154700
3-Methoxychalcone	C16H14O2	Haemophilus influenzae	NU38	N/A	25154700
3-Methoxychalcone	C16H14O2	Haemophilus influenzae	NU48	N/A	25154700
3-Methoxy-D-Phenylalanine	C10H13NO3	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-Methoxy-D-Phenylalanine	C10H13NO3	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-Methyl-D-phenylalanine	C10H13NO2	Staphylococcus aureus	SC01	N/A	25658642
3-Methyl-D-phenylalanine	C10H13NO2	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-Methyl-D-phenylalanine	C10H13NO2	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-Nitro-D-tyrosine	C9H10N2O5	Staphylococcus aureus	SC01	N/A	25658642
3-Nitro-D-tyrosine	C9H10N2O5	Staphylococcus aureus	ATCC 25923	N/A	25658642
3-Nitro-D-tyrosine	C9H10N2O5	Staphylococcus epidermis	ATCC 12228	N/A	25658642
3-Nitrophenylalanine	C9H10N2O4	Staphylococcus aureus	SC01	N/A	25658642
3-Nitrophenylalanine	C9H10N2O4	Staphylococcus aureus	ATCC 25923	N/A	25658642
